Date,Open,High,Low,Close,Adj Close,Volume
2025-07-23,20.25,20.38999938964844,18.989999771118164,19.01000022888184,19.01000022888184,21974900
2025-07-24,19.049999237060547,19.899999618530277,19.03499984741211,19.739999771118164,19.739999771118164,4113400
2025-07-25,19.239999771118164,19.850000381469727,19.0,19.649999618530277,19.649999618530277,2500100
2025-07-28,19.75,19.8799991607666,18.73200035095215,19.100000381469727,19.100000381469727,3019400
2025-07-29,19.149999618530277,19.149999618530277,18.600000381469727,18.81999969482422,18.81999969482422,6189600
2025-07-30,18.950000762939453,19.0,18.350000381469727,18.8700008392334,18.8700008392334,1476200
2025-07-31,18.950000762939453,18.950000762939453,18.28499984741211,18.440000534057617,18.440000534057617,1596400
2025-08-01,18.229999542236328,18.229999542236328,16.850000381469727,16.93000030517578,16.93000030517578,3610700
2025-08-04,16.93000030517578,17.209999084472656,15.989999771118164,16.200000762939453,16.200000762939453,3080000
2025-08-05,16.0,16.25,15.779999732971191,16.030000686645508,16.030000686645508,1468600
2025-08-06,15.899999618530272,17.15999984741211,15.663000106811523,17.0,17.0,867100
2025-08-07,17.020000457763672,17.489999771118164,16.530000686645508,17.280000686645508,17.280000686645508,1004200
2025-08-08,17.18000030517578,18.0,17.18000030517578,17.950000762939453,17.950000762939453,1210500
2025-08-11,17.969999313354492,18.25,17.104999542236328,17.149999618530273,17.149999618530273,2304600
2025-08-12,16.8700008392334,17.773000717163086,16.600000381469727,17.549999237060547,17.549999237060547,900200
2025-08-13,17.709999084472656,18.309999465942383,17.530000686645508,18.309999465942383,18.309999465942383,1869400
2025-08-14,18.149999618530277,18.149999618530277,17.170000076293945,17.40999984741211,17.40999984741211,1957400
2025-08-15,17.649999618530273,17.950000762939453,17.145000457763672,17.940000534057617,17.940000534057617,1321400
2025-08-18,18.239999771118164,18.38999938964844,17.469999313354492,17.469999313354492,17.469999313354492,1962200
2025-08-19,17.809999465942383,17.969999313354492,16.75,16.940000534057617,16.940000534057617,1318000
2025-08-20,17.25,17.5,16.770000457763672,17.280000686645508,17.280000686645508,955100
2025-08-21,17.350000381469727,17.81999969482422,17.350000381469727,17.649999618530273,17.649999618530273,1373500
2025-08-22,17.5,18.010000228881836,17.25,17.530000686645508,17.530000686645508,586300
2025-08-25,17.5,17.5,16.71500015258789,16.809999465942383,16.809999465942383,798400
2025-08-26,16.799999237060547,16.950000762939453,16.389999389648438,16.510000228881836,16.510000228881836,910400
2025-08-27,16.450000762939453,16.700000762939453,16.25,16.700000762939453,16.700000762939453,357300
2025-08-28,16.770000457763672,17.030000686645508,16.459999084472656,16.93000030517578,16.93000030517578,610300
2025-08-29,17.010000228881836,17.290000915527344,16.844999313354492,17.040000915527344,17.040000915527344,647800
2025-09-02,17.219999313354492,17.329999923706055,16.65999984741211,16.670000076293945,16.670000076293945,700100
2025-09-03,16.790000915527344,17.0049991607666,16.649999618530273,16.959999084472656,16.959999084472656,1060400
2025-09-04,17.110000610351562,17.15999984741211,16.520000457763672,16.899999618530273,16.899999618530273,1250400
2025-09-05,16.93000030517578,17.09000015258789,16.6299991607666,17.030000686645508,17.030000686645508,545800
2025-09-08,17.030000686645508,17.774999618530273,17.0,17.739999771118164,17.739999771118164,977200
2025-09-09,17.610000610351562,17.780000686645508,17.329999923706055,17.3700008392334,17.3700008392334,403800
2025-09-10,17.299999237060547,17.510000228881836,17.1299991607666,17.149999618530273,17.149999618530273,665300
2025-09-11,17.040000915527344,18.31999969482422,16.899999618530273,18.200000762939453,18.200000762939453,2052900
2025-09-12,18.15999984741211,18.3700008392334,17.969999313354492,18.229999542236328,18.229999542236328,1137700
2025-09-15,18.209999084472656,18.520000457763672,18.020000457763672,18.350000381469727,18.350000381469727,838800
2025-09-16,18.280000686645508,18.600000381469727,18.274999618530277,18.420000076293945,18.420000076293945,938700
2025-09-17,18.46999931335449,18.700000762939453,18.149999618530277,18.450000762939453,18.450000762939453,682300
2025-09-18,18.459999084472656,18.665000915527344,17.549999237060547,17.729999542236328,17.729999542236328,978200
2025-09-19,17.610000610351562,17.950000762939453,17.010000228881836,17.059999465942383,17.059999465942383,6814300
2025-09-22,17.049999237060547,17.149999618530273,16.75,16.989999771118164,16.989999771118164,1012500
2025-09-23,17.0,17.1200008392334,16.690000534057617,16.700000762939453,16.700000762939453,854400
2025-09-24,16.6299991607666,16.812000274658203,15.718000411987305,15.789999961853027,15.789999961853027,2572200
2025-09-25,15.710000038146973,15.710000038146973,15.140000343322754,15.399999618530272,15.399999618530272,1630200
2025-09-26,15.40999984741211,15.699999809265137,15.279999732971191,15.6899995803833,15.6899995803833,1343700
2025-09-29,15.760000228881836,16.010000228881836,15.649999618530272,15.84000015258789,15.84000015258789,1293300
2025-09-30,15.949999809265137,16.15999984741211,15.56999969482422,15.699999809265137,15.699999809265137,2445000
2025-10-01,15.720000267028809,15.739999771118164,15.239999771118164,15.390000343322754,15.390000343322754,2815400
2025-10-02,15.369999885559082,15.68000030517578,15.020000457763672,15.5,15.5,3681500
2025-10-03,15.609999656677246,15.635000228881836,14.779999732971191,14.779999732971191,14.779999732971191,2717800
2025-10-06,14.90999984741211,15.359999656677246,14.829999923706056,15.25,15.25,942200
2025-10-07,15.229999542236328,15.258999824523926,14.890000343322754,14.970000267028809,14.970000267028809,1244000
2025-10-08,15.050000190734863,15.050000190734863,14.6899995803833,14.729999542236328,14.729999542236328,1045100
